slug;nome;endereco;bairro;orgao;motivo;source_atual;source_corrigido;edit_url
unidade-regional-de-dourados62;Unidade Regional de Dourados;Rua Joaquim Alves Taveira nº3501;Vila Aurora;IMASUL;tag-iframe;"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d4381.308056541813!2d-54.800146023952976!3d-22.218345413631617!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x9489a9162cc37d37%3A0x3d4556af9744bbd!2sImasul%20-%20Escritorio%20Regional%20de%20Dourados!5e1!3m2!1spt-BR!2sbr!4v1776370110330!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>";https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d4381.308056541813!2d-54.800146023952976!3d-22.218345413631617!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x9489a9162cc37d37%3A0x3d4556af9744bbd!2sImasul%20-%20Escritorio%20Regional%20de%20Dourados!5e1!3m2!1spt-BR!2sbr!4v1776370110330!5m2!1spt-BR!2sbr;https://admin.ms.gov.br/locais_atendimento/editar/unidade-regional-de-dourados62
unidade-regional-de-tres-lagoas60;Unidade Regional de Três Lagoas;Av. Capitão Olinto Mansine, nº 2462;Jardim Primaveril;IMASUL;tag-iframe;"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2212.199919465181!2d-51.69183246661599!3d-20.795325309675206!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x9490987304b68a2b%3A0x1df4f526c7aa932d!2sIMASUL%20-%20Regional%20Tres%20Lagoas!5e1!3m2!1spt-BR!2sbr!4v1776371020027!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>";https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2212.199919465181!2d-51.69183246661599!3d-20.795325309675206!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x9490987304b68a2b%3A0x1df4f526c7aa932d!2sIMASUL%20-%20Regional%20Tres%20Lagoas!5e1!3m2!1spt-BR!2sbr!4v1776371020027!5m2!1spt-BR!2sbr;https://admin.ms.gov.br/locais_atendimento/editar/unidade-regional-de-tres-lagoas60
pmms195;11º Batalhão de Polícia Militar;Rua Marechal Rondon, 246;Centro;PMMS;aspa-inicial;"""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3712.61272974168!2d-56.13999!3d-21.483707!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x947d213edd43b8bf%3A0x2a62becc5f1499ed!2sR.%20Mal.%20Rondon%2C%20246%20-%20Jardim%2C%20MS%2C%2079240-000!5e0!3m2!1spt-BR!2sbr!4v1702904897915!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""";https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3712.61272974168!2d-56.13999!3d-21.483707!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x947d213edd43b8bf%3A0x2a62becc5f1499ed!2sR.%20Mal.%20Rondon%2C%20246%20-%20Jardim%2C%20MS%2C%2079240-000!5e0!3m2!1spt-BR!2sbr!4v1702904897915!5m2!1spt-BR!2sbr;https://admin.ms.gov.br/locais_atendimento/editar/pmms195
pmms109;12ª Companhia Independente de Polícia Militar;R. São Paulo, 1984;Lot. Capao Redondo II;PMMS;aspa-inicial;"""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3239.1357195080277!2d-54.577221225418526!3d-19.39191602177747!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x9481a777ad1357e9%3A0x4971a12a0106d70f!2sPol%C3%ADcia%20Militar!5e1!3m2!1spt-BR!2sbr!4v1702922981038!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""";https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3239.1357195080277!2d-54.577221225418526!3d-19.39191602177747!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x9481a777ad1357e9%3A0x4971a12a0106d70f!2sPol%C3%ADcia%20Militar!5e1!3m2!1spt-BR!2sbr!4v1702922981038!5m2!1spt-BR!2sbr;https://admin.ms.gov.br/locais_atendimento/editar/pmms109
pmms136;12º Batalhão de Polícia Militar;Av. Fátima do Sul, 303;Centro;PMMS;aspa-inicial;"""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3671.1820149361765!2d-54.206210624685426!3d-23.053787679151913!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x948b8ee340eaa957%3A0x760c89a919db06a1!2sAv.%20F%C3%A1tima%20do%20Sul%2C%20303%20-%20Centro%2C%20Navira%C3%AD%20-%20MS%2C%2079950-000!5e0!3m2!1spt-BR!2sbr!4v1702905488183!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""";https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3671.1820149361765!2d-54.206210624685426!3d-23.053787679151913!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x948b8ee340eaa957%3A0x760c89a919db06a1!2sAv.%20F%C3%A1tima%20do%20Sul%2C%20303%20-%20Centro%2C%20Navira%C3%AD%20-%20MS%2C%2079950-000!5e0!3m2!1spt-BR!2sbr!4v1702905488183!5m2!1spt-BR!2sbr;https://admin.ms.gov.br/locais_atendimento/editar/pmms136
pmms81;1ª Companhia Independente de Polícia Militar;R. Vinte e Quatro de Fevereiro, 1725;Alvorada;PMMS;aspa-inicial;"""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d14886.756034266713!2d-56.50505424458011!3d-21.124961300000002!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x947c5f20472fb79b%3A0x2937d74c86325c37!2sPol%C3%ADcia%20Militar!5e0!3m2!1spt-BR!2sbr!4v1702906558059!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""";https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d14886.756034266713!2d-56.50505424458011!3d-21.124961300000002!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x947c5f20472fb79b%3A0x2937d74c86325c37!2sPol%C3%ADcia%20Militar!5e0!3m2!1spt-BR!2sbr!4v1702906558059!5m2!1spt-BR!2sbr;https://admin.ms.gov.br/locais_atendimento/editar/pmms81
pmms85;2ª Companhia Independente de Polícia Militar;R. Melânio García Barbosa, 71;Centro;PMMS;aspa-inicial;"""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3709.0539369602507!2d-55.16301171114503!3d-21.622821799999997!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x94880d01519db0f1%3A0x7aad82a2df429f8c!2s2a%20Companhia%20Independente%20da%20Pol%C3%ADcia%20Militar%20-%20Maracaju!5e0!3m2!1spt-BR!2sbr!4v1702906610628!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""";https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3709.0539369602507!2d-55.16301171114503!3d-21.622821799999997!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x94880d01519db0f1%3A0x7aad82a2df429f8c!2s2a%20Companhia%20Independente%20da%20Pol%C3%ADcia%20Militar%20-%20Maracaju!5e0!3m2!1spt-BR!2sbr!4v1702906610628!5m2!1spt-BR!2sbr;https://admin.ms.gov.br/locais_atendimento/editar/pmms85
pmms79;3ª Companhia Independente de Polícia Militar;Av. Pedro Manvailler, 4455;Centro;PMMS;aspa-inicial;"""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3670.0857544709615!2d-55.23867582528369!3d-23.093956444585878!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x948a11bf4afa09a9%3A0xaa1db7aeb81561fb!2sPol%C3%ADcia%20Militar!5e0!3m2!1spt-BR!2sbr!4v1702906766275!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""";https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3670.0857544709615!2d-55.23867582528369!3d-23.093956444585878!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x948a11bf4afa09a9%3A0xaa1db7aeb81561fb!2sPol%C3%ADcia%20Militar!5e0!3m2!1spt-BR!2sbr!4v1702906766275!5m2!1spt-BR!2sbr;https://admin.ms.gov.br/locais_atendimento/editar/pmms79
pmms194;4ª Companhia Independente de Polícia Militar;R. Vinte e Nove, 49;Centro;PMMS;aspa-inicial;"""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3777.160078365691!2d-52.63179772543845!3d-18.791018103853016!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x949d32105d765bfd%3A0x1bbff83069696f45!2s4%C2%AA%20Companhia%20Independente%20de%20Policia%20Militar!5e0!3m2!1spt-BR!2sbr!4v1702906928496!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""";https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3777.160078365691!2d-52.63179772543845!3d-18.791018103853016!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x949d32105d765bfd%3A0x1bbff83069696f45!2s4%C2%AA%20Companhia%20Independente%20de%20Policia%20Militar!5e0!3m2!1spt-BR!2sbr!4v1702906928496!5m2!1spt-BR!2sbr;https://admin.ms.gov.br/locais_atendimento/editar/pmms194
pmms154;5º Batalhão de Polícia Militar;Rua General Mendes de Moraes, 190;Jardim Aeroporto;PMMS;aspa-inicial;"""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d664.1506705352399!2d-54.756245641870834!3d-18.503404199999988!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x937e34e224e6fb51%3A0x9e4502f6d0ff04a4!2s5%C2%B0%20BPM%20POLICIA%20MILITAR!5e1!3m2!1spt-BR!2sbr!4v1704374554697!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""";https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d664.1506705352399!2d-54.756245641870834!3d-18.503404199999988!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x937e34e224e6fb51%3A0x9e4502f6d0ff04a4!2s5%C2%B0%20BPM%20POLICIA%20MILITAR!5e1!3m2!1spt-BR!2sbr!4v1704374554697!5m2!1spt-BR!2sbr;https://admin.ms.gov.br/locais_atendimento/editar/pmms154
pmms6;7ª Companhia Independente de Polícia Militar;Av Presidente Prudente, 265;Centro;PMMS;aspa-inicial;"""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d712.7941665691868!2d-52.418184363455055!3d-21.713786344948055!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x9491c6c26e109cc5%3A0xc4f5996ddc494c39!2sAv.%20Pres.%20Prudente%2C%20265%20-%20Bataguassu%2C%20MS%2C%2079780-000!5e1!3m2!1spt-BR!2sbr!4v1702907598879!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""";https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d712.7941665691868!2d-52.418184363455055!3d-21.713786344948055!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x9491c6c26e109cc5%3A0xc4f5996ddc494c39!2sAv.%20Pres.%20Prudente%2C%20265%20-%20Bataguassu%2C%20MS%2C%2079780-000!5e1!3m2!1spt-BR!2sbr!4v1702907598879!5m2!1spt-BR!2sbr;https://admin.ms.gov.br/locais_atendimento/editar/pmms6
pmms52;8ª Companhia Independente de Polícia Militar;Rua Alagoas, 750;Centro;PMMS;aspa-inicial;"""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3207.482500121404!2d-54.96617342694051!3d-20.92451182736751!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x9487a5882c877f89%3A0x41c161338783fc1e!2sR.%20Alagoas%2C%20760%20-%20Centro%2C%20Sidrol%C3%A2ndia%20-%20MS%2C%2079170-000!5e1!3m2!1spt-BR!2sbr!4v1702909216726!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""";https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3207.482500121404!2d-54.96617342694051!3d-20.92451182736751!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x9487a5882c877f89%3A0x41c161338783fc1e!2sR.%20Alagoas%2C%20760%20-%20Centro%2C%20Sidrol%C3%A2ndia%20-%20MS%2C%2079170-000!5e1!3m2!1spt-BR!2sbr!4v1702909216726!5m2!1spt-BR!2sbr;https://admin.ms.gov.br/locais_atendimento/editar/pmms52
pmms78;9ª Companhia Independente de Polícia Militar;R. Benjamin Constant, 1745;Jardim Faculdade;PMMS;aspa-inicial;"""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d101728.037326876!2d-54.90357593355343!3d-22.217066699999993!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x9489a9a812f0c207%3A0x66e3170f58450e70!2s9%C2%AA%20Companhia%20Independente%20de%20Pol%C3%ADcia%20Militar%20-%209%C2%AACIPM!5e1!3m2!1spt-BR!2sbr!4v1702922169608!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""";https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d101728.037326876!2d-54.90357593355343!3d-22.217066699999993!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x9489a9a812f0c207%3A0x66e3170f58450e70!2s9%C2%AA%20Companhia%20Independente%20de%20Pol%C3%ADcia%20Militar%20-%209%C2%AACIPM!5e1!3m2!1spt-BR!2sbr!4v1702922169608!5m2!1spt-BR!2sbr;https://admin.ms.gov.br/locais_atendimento/editar/pmms78
pmms145;Batalhão de Operações Especiais;Av Desembargador Leão Neto do Carmo, 1002;Jardim Veraneio;PMMS;aspa-inicial;"""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3738.597909662389!2d-54.55551821191713!3d-20.440621452004187!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x9486e90fe66c03fd%3A0xd18fb85e95ea9100!2sBope!5e0!3m2!1spt-BR!2sbr!4v1700838095977!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""";https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3738.597909662389!2d-54.55551821191713!3d-20.440621452004187!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x9486e90fe66c03fd%3A0xd18fb85e95ea9100!2sBope!5e0!3m2!1spt-BR!2sbr!4v1700838095977!5m2!1spt-BR!2sbr;https://admin.ms.gov.br/locais_atendimento/editar/pmms145
pmms53;Batalhão de Polícia Militar Ambiental;Avenida Mato Grosso, s/n.º;Parque dos Poderes;PMMS;aspa-inicial;"""https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d3738.39744966157!2d-54.56771896441803!3d-20.448862716522715!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x9486e8e1e238121d%3A0x96391c82adde40af!2sBatalh%C3%A3o%20de%20Pol%C3%ADcia%20Militar%20Ambiental!5e0!3m2!1spt-BR!2sbr!4v1702934297363!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""";https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d3738.39744966157!2d-54.56771896441803!3d-20.448862716522715!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x9486e8e1e238121d%3A0x96391c82adde40af!2sBatalh%C3%A3o%20de%20Pol%C3%ADcia%20Militar%20Ambiental!5e0!3m2!1spt-BR!2sbr!4v1702934297363!5m2!1spt-BR!2sbr;https://admin.ms.gov.br/locais_atendimento/editar/pmms53
pmms173;Batalhão de Polícia Militar Rodoviária;R. Marquês de Olinda, 1538;Universitário;PMMS;aspa-inicial;"""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3736.423899381836!2d-54.5969551!3d-20.529829799999998!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x9486ef9b1ed392a3%3A0xdca09ce67602e3bf!2sR.%20Marqu%C3%AAs%20de%20Olinda%2C%201538%20-%20Universit%C3%A1rio%2C%20Campo%20Grande%20-%20MS%2C%2079063-500!5e0!3m2!1spt-BR!2sbr!4v1700840227387!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""";https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3736.423899381836!2d-54.5969551!3d-20.529829799999998!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x9486ef9b1ed392a3%3A0xdca09ce67602e3bf!2sR.%20Marqu%C3%AAs%20de%20Olinda%2C%201538%20-%20Universit%C3%A1rio%2C%20Campo%20Grande%20-%20MS%2C%2079063-500!5e0!3m2!1spt-BR!2sbr!4v1700840227387!5m2!1spt-BR!2sbr;https://admin.ms.gov.br/locais_atendimento/editar/pmms173
pmms43;Batalhão de Polícia Militar de Choque (BPMChoque);Av. Afonso Pena, 7760;Parque dos Poderes;PMMS;aspa-inicial;"""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d1869.1110956547034!2d-54.5653603450762!3d-20.456065292897673!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x9486e9205890da79%3A0xd41607e42938c77f!2sBatalh%C3%A3o%20de%20Choque%20da%20Pol%C3%ADcia%20Militar%20do%20MS!5e0!3m2!1spt-BR!2sbr!4v1700839673765!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""";https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d1869.1110956547034!2d-54.5653603450762!3d-20.456065292897673!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x9486e9205890da79%3A0xd41607e42938c77f!2sBatalh%C3%A3o%20de%20Choque%20da%20Pol%C3%ADcia%20Militar%20do%20MS!5e0!3m2!1spt-BR!2sbr!4v1700839673765!5m2!1spt-BR!2sbr;https://admin.ms.gov.br/locais_atendimento/editar/pmms43
pmms199;Batalhão de Polícia Militar de Guarda e Escolta;R. Indianápolis, 2712;Jardim Noroeste;PMMS;aspa-inicial;"""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3738.124096860322!2d-54.526968683081044!3d-20.460095612112372!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x9486e9542538203d%3A0x3d6993d9f3eee930!2sR.%20Indian%C3%A1polis%2C%202712%20-%20Jardim%20Noroeste%2C%20Campo%20Grande%20-%20MS%2C%2079045-120!5e0!3m2!1spt-BR!2sbr!4v1700839828816!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""";https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3738.124096860322!2d-54.526968683081044!3d-20.460095612112372!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x9486e9542538203d%3A0x3d6993d9f3eee930!2sR.%20Indian%C3%A1polis%2C%202712%20-%20Jardim%20Noroeste%2C%20Campo%20Grande%20-%20MS%2C%2079045-120!5e0!3m2!1spt-BR!2sbr!4v1700839828816!5m2!1spt-BR!2sbr;https://admin.ms.gov.br/locais_atendimento/editar/pmms199
pmms15;Polícia Militar Ambiental  - Dourados;Rua Santos Dumont n° 10;Jardim Paulista;PMMS;aspa-inicial;"""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d659.9113362343419!2d-54.794492608053055!3d-22.228613823631182!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x9489a82882be278d%3A0x4e3be20f8d2a7dff!2sPol%C3%ADcia%20Militar%20Ambiental!5e1!3m2!1spt-BR!2sbr!4v1703106418259!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""";https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d659.9113362343419!2d-54.794492608053055!3d-22.228613823631182!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x9489a82882be278d%3A0x4e3be20f8d2a7dff!2sPol%C3%ADcia%20Militar%20Ambiental!5e1!3m2!1spt-BR!2sbr!4v1703106418259!5m2!1spt-BR!2sbr;https://admin.ms.gov.br/locais_atendimento/editar/pmms15
pmms129;Polícia Militar Ambiental - Amambai;MS 156 – KM 03;Zona Rural;PMMS;aspa-inicial;"""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3!2d-55.18917707905634!3d-23.09965744271735!2m3!1f0!2f90!3f0!3m2!1i1024!2i768!4f75!3m3!1m2!1s0x948a17df58b79963%3A0x387b00729874fa4e!2sPol%C3%ADcia%20militar%20ambiental!5e1!3m2!1spt-BR!2sbr!4v1703105434161!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""";https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3!2d-55.18917707905634!3d-23.09965744271735!2m3!1f0!2f90!3f0!3m2!1i1024!2i768!4f75!3m3!1m2!1s0x948a17df58b79963%3A0x387b00729874fa4e!2sPol%C3%ADcia%20militar%20ambiental!5e1!3m2!1spt-BR!2sbr!4v1703105434161!5m2!1spt-BR!2sbr;https://admin.ms.gov.br/locais_atendimento/editar/pmms129
pmms124;Polícia Militar Ambiental - Aparecida do Taboado;Loteamento Anduraluá, Quadra 01, Lote 01;Zona Rural;PMMS;aspa-inicial;"""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3746.9129332198468!2d-51.02965428577896!3d-20.09592613975615!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x9499950382900cd7%3A0x7039cb6a1c28ade9!2sPol%C3%ADcia%20Militar%20Ambiental%20-%20Aparecida%20do%20Taboado-MS!5e0!3m2!1spt-BR!2sbr!4v1703106224994!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""";https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3746.9129332198468!2d-51.02965428577896!3d-20.09592613975615!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x9499950382900cd7%3A0x7039cb6a1c28ade9!2sPol%C3%ADcia%20Militar%20Ambiental%20-%20Aparecida%20do%20Taboado-MS!5e0!3m2!1spt-BR!2sbr!4v1703106224994!5m2!1spt-BR!2sbr;https://admin.ms.gov.br/locais_atendimento/editar/pmms124
pmms97;Polícia Militar Ambiental - Aquidauana;R. Cândido Mariano, 420;Centro;PMMS;aspa-inicial;"""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d934.4477079297288!2d-55.80400482343633!3d-20.47378250762216!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x947de7518386df05%3A0xf13909b0c89a8e6d!2sR.%20C%C3%A2ndido%20Mariano%2C%20420%20-%20Centro%2C%20Aquidauana%20-%20MS%2C%2079200-000!5e0!3m2!1spt-BR!2sbr!4v1703105595191!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""";https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d934.4477079297288!2d-55.80400482343633!3d-20.47378250762216!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x947de7518386df05%3A0xf13909b0c89a8e6d!2sR.%20C%C3%A2ndido%20Mariano%2C%20420%20-%20Centro%2C%20Aquidauana%20-%20MS%2C%2079200-000!5e0!3m2!1spt-BR!2sbr!4v1703105595191!5m2!1spt-BR!2sbr;https://admin.ms.gov.br/locais_atendimento/editar/pmms97
pmms49;Polícia Militar Ambiental - Batayporã;Av. Brasil n° 2435;Centro;PMMS;aspa-inicial;"""https://www.google.com/maps/embed?pb=!1m16!1m12!1m3!1d435.53898572930814!2d-53.2604682755962!3d-22.29692704961276!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!2m1!1s2234%20Av.%20Brasil%2C%20Mato%20Grosso%20do%20Sul!5e0!3m2!1spt-BR!2sbr!4v1703160765635!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""";https://www.google.com/maps/embed?pb=!1m16!1m12!1m3!1d435.53898572930814!2d-53.2604682755962!3d-22.29692704961276!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!2m1!1s2234%20Av.%20Brasil%2C%20Mato%20Grosso%20do%20Sul!5e0!3m2!1spt-BR!2sbr!4v1703160765635!5m2!1spt-BR!2sbr;https://admin.ms.gov.br/locais_atendimento/editar/pmms49
